date,era5_land_sm,esa_cci_sm,smap_ib_sm,smap_dca_sm,smap_scav_sm,smos_ic_sm,smos_l3_sm,mcd12c1_IGBP_land_cover,soilgrid_clay_fraction,soilgrid_bulk_density,era5_surface_temperature,vwc_mod13_sf_land,smap_tb_v_corrected,smap_tb_h_corrected,era5_prep,era5_evap,koppen_climate_5_types,pgml_sm,insitu_sm
20210701.0,0.4033894836902618,0.2094950824975967,,,,,0.0130314035341143,,,,,,,,,,,,
20210702.0,0.3896603882312774,0.2030287981033325,,,,,,,,,,,,,,,,,
20210703.0,0.3881632685661316,0.2019466608762741,,0.1242458149790763,0.0946353301405906,,,8.0,0.2525412142276764,1.152044415473938,290.6140441894531,3.638622045516968,274.10382080078125,264.0801086425781,3.741667747497559,3.4734420776367188,300.0,0.0637137815356254,0.113624999920527
20210704.0,0.4153083860874176,0.2123920619487762,,,,,,,,,,,,,,,,,
20210705.0,0.418824166059494,0.2195613831281662,,0.1314097940921783,0.1242461130023002,,,8.0,0.2525412142276764,1.152044415473938,291.5276794433594,3.6116437911987305,270.93994140625,266.29254150390625,0.0015692004235461,4.534855365753174,300.0,0.053455401211977,0.116458333097398
20210706.0,0.4024280607700348,0.1953005045652389,,0.1227418333292007,0.1218314990401268,,0.2031922340393066,8.0,0.2525412142276764,1.152044415473938,290.51043701171875,3.598350524902344,271.79107666015625,267.921142578125,3.364915370941162,3.6767096519470215,300.0,0.0540061891078949,0.112958333765467
20210707.0,0.4108062386512756,0.1905623227357864,,,,,,,,,,,,,,,,,
20210708.0,0.3985712230205536,0.1858400106430053,,0.1367019414901733,0.1029323190450668,,,8.0,0.2525412142276764,1.152044415473938,287.50787353515625,3.5721545219421387,272.5219116210937,262.004638671875,0.5035873651504517,3.603147268295288,300.0,0.0653094500303268,0.110541666237017
20210709.0,0.3835041224956512,0.1813392639160156,,,,,0.000213629566133,,,,,,,,,,,,
20210710.0,0.3674010038375854,0.1824256777763366,,,,,,,,,,,,,,,,,
20210711.0,0.3528819382190704,0.1729949414730072,,0.1207922026515007,0.1209709197282791,,9.155552834272385e-05,8.0,0.2525412142276764,1.152044415473938,293.17095947265625,3.5324249267578125,271.4122009277344,267.6654663085937,0.0012679032515734,4.392629623413086,300.0,0.0581931360065937,0.107249999108414
20210712.0,0.3642399907112121,0.174677088856697,,,,,,,,,,,,,,,,,
20210713.0,0.4150186479091644,0.1627964526414871,,0.1534904837608337,0.1544499099254608,,,8.0,0.2525412142276764,1.152044415473938,284.9813232421875,3.5246357917785645,267.1683044433594,266.078857421875,0.5139122605323792,3.399538278579712,300.0,0.0486141368746757,0.104624999997516
20210714.0,0.3944212198257446,0.1823238134384155,,0.1087979674339294,0.1106902509927749,,0.0013733329251408,8.0,0.2525412142276764,1.152044415473938,286.2871398925781,3.531335830688477,269.6739501953125,265.66778564453125,0.3703800737857818,2.822871685028076,300.0,0.0569610781967639,0.104499999433756
20210715.0,0.3803646564483642,0.2083852142095565,,,,,,,,,,,,,,,,,
20210716.0,0.3654642403125763,0.1735484302043914,,0.1284629106521606,0.102796234190464,,0.0,8.0,0.2525412142276764,1.152044415473938,289.00115966796875,3.540291309356689,270.86187744140625,261.96728515625,0.0013012882554903,3.703367710113525,300.0,0.0676009505987167,0.103416667630275
20210717.0,0.34943288564682,0.1670707166194915,,,,,0.0,,,,,,,,,,,,
20210718.0,0.33510223031044,0.1724264770746231,,,,,,,,,,,,,,,,,
20210719.0,0.3233845233917236,0.1788359433412552,,0.114771768450737,0.0941097214818,,3.051850944757461e-05,8.0,0.2525412142276764,1.152044415473938,292.6384582519531,3.5547103881835938,273.6708374023437,265.2977905273437,0.353260725736618,3.944144725799561,300.0,0.0652221590280532,0.100583332590759
20210720.0,0.3275681734085083,0.1580174565315246,,,,,,,,,,,,,,,,,
20210721.0,0.3569634258747101,0.2246571332216262,,0.1987459808588028,0.1622823178768158,,0.0,8.0,0.2525412142276764,1.152044415473938,292.159423828125,3.5644164085388184,267.8128662109375,261.4740295410156,4.468907356262207,3.85068941116333,300.0,0.0766258612275123,0.117449999973178
20210722.0,0.3680576384067535,0.1637558788061142,,0.1384893059730529,0.1335805803537368,,,8.0,0.2525412142276764,1.152044415473938,293.5321044921875,3.569297313690185,271.16387939453125,267.51287841796875,0.0077415239065885,4.1816253662109375,300.0,0.0621818006038665,0.113541666728755
20210723.0,0.3466934263706207,0.1775487512350082,,,,,,,,,,,,,,,,,
20210724.0,0.3300212323665619,0.1560259014368057,,0.1140356734395027,0.1060931012034416,,0.0853602737188339,8.0,0.2525412142276764,1.152044415473938,292.2073059082031,3.5791149139404297,274.5362854003906,268.720947265625,0.4047591984272003,3.5517427921295166,300.0,0.0595787577331066,0.106874999590218
20210725.0,0.3241603076457977,0.1526128351688385,,,,,,,,,,,,,,,,,
20210726.0,0.3679167926311493,,,,,,,,,,,,,,,,,,
20210727.0,0.402685135602951,0.2054455578327179,,,,,3.051850944757461e-05,,,,,,,,,,,,
20210728.0,0.3979487717151642,0.1551533937454223,,,,,,,,,,,,,,,,,
20210729.0,0.3971042335033417,0.179255872964859,,0.1558502912521362,0.1412336230278015,,0.0810266435146331,8.0,0.2525412142276764,1.152044415473938,292.2065734863281,3.5939037799835205,269.88092041015625,265.3138122558594,0.9244453310966492,3.6261394023895264,300.0,0.0621563084423542,0.104249999858439
20210730.0,0.3865010738372803,0.1751452088356018,0.1444236934185028,0.1467379033565521,0.120486095547676,,,8.0,0.2525412142276764,1.152044415473938,291.1748962402344,3.5867221355438232,272.7387084960937,264.4642639160156,3.3311989307403564,2.915796995162964,300.0,0.0613248944282531,0.10279166760544
20210731.0,0.4361291229724884,0.1599142998456955,,,,,,,,,,,,,,,,,
20210801.0,0.4668160676956177,,,0.260448157787323,0.1979623138904571,,0.0620136111974716,8.0,0.2525412142276764,1.152044415473938,285.5365600585937,3.575287103652954,263.0380249023437,256.70880126953125,3.4102487564086914,3.085231304168701,300.0,0.0763787776231765,0.119666665792465
20210802.0,0.4454931616783142,0.2041063904762268,,,,,,,,,,,,,,,,,
20210803.0,0.4239945411682129,0.1921373754739761,,,,,0.0380565822124481,,,,,,,,,,,,
20210804.0,0.4493994414806366,0.1906431764364242,,0.2251852452754974,0.1714656352996826,,,8.0,0.2525412142276764,1.152044415473938,287.3578186035156,3.557801008224488,265.9676818847656,256.52362060546875,9.586174011230469,2.8185651302337646,300.0,0.0829400867223739,0.110749999682109
20210805.0,0.449958473443985,0.2005228996276855,,,,,,,,,,,,,,,,,
20210806.0,0.4274461269378662,0.1969844400882721,0.1426334530115127,0.2161000221967697,0.175172209739685,,0.1445661783218383,8.0,0.2525412142276764,1.152044415473938,289.72039794921875,3.546276569366455,265.384765625,260.027099609375,0.5031628608703613,2.953066825866699,300.0,0.0705251097679138,0.11370833342274
