date,era5_land_sm,esa_cci_sm,smap_ib_sm,smap_dca_sm,smap_scav_sm,smos_ic_sm,smos_l3_sm,mcd12c1_IGBP_land_cover,soilgrid_clay_fraction,soilgrid_bulk_density,era5_surface_temperature,vwc_mod13_sf_land,smap_tb_v_corrected,smap_tb_h_corrected,era5_prep,era5_evap,koppen_climate_5_types,pgml_sm,insitu_sm
20150403.0,0.283820778131485,0.2403898388147354,0.3487305641174316,0.4999084770679474,0.5372419357299805,0.2812361121177673,0.3834040462970733,9.0,0.0857734531164169,1.030333161354065,279.2419738769531,2.949760913848877,225.5159149169922,206.18701171875,0.2683221399784088,1.342593789100647,300.0,0.4954200685024261,0.552300006151199
20150404.0,0.2739047110080719,0.2317855805158615,,,,0.2604199349880218,0.3611560463905334,,,,,,,,,,,,
20150405.0,0.2637483477592468,0.2352102249860763,,0.4085076451301574,0.5372419357299805,,,9.0,0.0857734531164169,1.030333161354065,277.9773254394531,2.963053226470948,224.7660522460937,199.19677734375,0.1217825561761856,1.8785150051116943,300.0,0.4753309786319732,0.452916664381822
20150406.0,0.2612510025501251,0.2356768548488617,0.3137468993663788,0.3537643253803253,0.4601755440235138,0.2502480149269104,0.2570268809795379,9.0,0.0857734531164169,1.030333161354065,279.42938232421875,2.970265865325928,234.95811462402344,213.2896270751953,1.1210283041000366,1.2276487350463867,300.0,0.4326866567134857,0.429125001033147
20150407.0,0.2561707198619842,0.2291572391986847,,,,,0.1793877929449081,,,,,,,,,,,,
20150408.0,0.2493104636669159,0.2252690643072128,0.29032963514328,0.3291917443275451,0.4441116750240326,,0.2228766679763794,9.0,0.0857734531164169,1.030333161354065,281.6058044433594,2.9799370765686035,236.90707397460932,213.5956115722656,0.0258196219801902,1.1439335346221924,300.0,0.3935272097587585,0.398625001311302
20150409.0,0.2426631599664688,0.2190175801515579,0.2996982932090759,0.3314227163791656,0.4216883480548858,0.2127607017755508,0.264564961194992,9.0,0.0857734531164169,1.030333161354065,285.17535400390625,2.9823591709136963,239.03009033203125,217.87130737304688,0.0406219363212585,2.220996856689453,300.0,0.4000926911830902,0.387499998013179
20150410.0,0.234045997262001,0.2114960700273513,,,,,,,,,,,,,,,,,
20150411.0,0.2424033135175705,0.2114430069923401,0.3191631436347961,0.3114300370216369,0.3778505027294159,0.1975450068712234,0.2565996348857879,9.0,0.0857734531164169,1.030333161354065,282.4056396484375,2.988257646560669,244.01385498046875,224.5108337402344,4.205660820007324,2.2760884761810303,300.0,0.3643227219581604,0.381650000810623
20150412.0,0.2463454306125641,0.2183103710412979,0.3262114226818084,,,,0.2118289768695831,,,,,,,,,,,,
20150413.0,0.235890120267868,0.2085502594709396,0.3063153922557831,0.3201712965965271,0.3774684965610504,,0.1802728325128555,9.0,0.0857734531164169,1.030333161354065,281.4853210449219,2.9940521717071533,242.9431915283203,224.8949279785156,0.1955855190753936,2.132927179336548,300.0,0.3688779473304748,0.368958335369825
20150414.0,0.2252022325992584,,0.3097056746482849,0.2748019099235534,0.3332625925540924,0.163362368941307,0.2550126612186432,9.0,0.0857734531164169,1.030333161354065,283.96063232421875,2.99695897102356,245.1735382080078,226.0557556152344,0.0008553265361115,2.6403603553771973,300.0,0.3543698191642761,0.356333332757155
20150415.0,0.214370310306549,0.2020887732505798,,,,,,,,,,,,,,,,,
20150416.0,0.2052830457687378,,0.2554871141910553,0.2511044144630432,0.2944632768630981,0.1359451711177826,0.2392651140689849,9.0,0.0857734531164169,1.030333161354065,283.20953369140625,3.0027916431427,249.93246459960932,233.99542236328125,0.0052927765063941,2.5091025829315186,300.0,0.3302777409553528,0.333333330849806
20150417.0,0.1989117562770843,0.1962176859378814,0.2831080555915832,0.2477369010448455,0.2892124056816101,0.1076018363237381,0.1790826171636581,9.0,0.0857734531164169,1.030333161354065,281.3432312011719,3.0057177543640137,249.2437438964844,234.3847198486328,0.0370626226067543,2.15125584602356,300.0,0.3284192085266113,0.327083335568507
20150418.0,0.1933178603649139,0.1966852694749832,,,,,,,,,,,,,,,,,
20150419.0,0.1882244497537613,0.1926628500223159,0.2461750209331512,0.2190207988023758,0.2609739303588867,,0.0144962919875979,9.0,0.0857734531164169,1.030333161354065,281.8199157714844,3.0115888118743896,250.91842651367188,236.90231323242188,0.0008434116607531,2.108597755432129,300.0,0.310354620218277,0.309916670123736
20150420.0,0.1815953999757766,0.1919409334659576,0.2474971115589141,,,,,,,,,,,,,,,,
20150421.0,0.1738400310277938,0.1896916776895523,0.2013162225484848,0.1999961137771606,0.2439434379339218,,0.0101321451365947,9.0,0.0857734531164169,1.030333161354065,283.29071044921875,3.017475128173828,253.4859771728516,241.10427856445312,0.0025749204214662,2.828852653503418,300.0,0.2715152502059936,0.28779166812698
20150422.0,0.1676358133554458,0.1881804019212722,0.196751981973648,0.1737363636493683,0.2206242233514785,0.0754736214876174,0.0905789360404014,9.0,0.0857734531164169,1.030333161354065,282.42779541015625,3.020469665527344,255.301513671875,243.51254272460932,0.005937167443335,2.0683772563934326,300.0,0.2377230674028396,0.278916671872139
20150423.0,0.1632840931415558,0.1894300431013107,,,,,,,,,,,,,,,,,
20150424.0,0.1575092226266861,0.184513971209526,0.1646731495857238,0.1499838531017303,0.1945878863334655,0.0824737697839737,0.1212805584073066,9.0,0.0857734531164169,1.030333161354065,284.8629455566406,3.0260822772979736,257.2873229980469,243.76431274414065,0.5027105808258057,2.9768049716949463,300.0,0.2212497293949127,0.26445833966136
20150425.0,0.1989640742540359,0.1940293908119201,0.151132583618164,0.1383569538593292,0.1909934133291244,,0.0927152335643768,9.0,0.0857734531164169,1.030333161354065,284.2076110839844,3.0286989212036133,259.7671813964844,249.349853515625,6.563007354736328,1.6142834424972534,300.0,0.1961688250303268,0.263000005235275
20150426.0,0.2531411051750183,0.2166124880313873,,,,,0.269997239112854,,,,,,,,,,,,
20150427.0,0.2375366240739822,0.2159772664308548,0.2148357778787613,0.2107076793909073,0.254026859998703,0.1376157253980636,0.1723685413599014,9.0,0.0857734531164169,1.030333161354065,281.74810791015625,3.034031391143799,253.01834106445312,237.5380096435547,0.2020134776830673,2.7709450721740723,300.0,0.2890189886093139,0.307083336015542
20150428.0,0.2225672900676727,,0.199872687458992,,,,,,,,,,,,,,,,
20150429.0,0.2175722867250442,0.1987504512071609,0.1913296431303024,0.1828261017799377,0.2272095829248428,0.1053233221173286,0.1750236451625824,9.0,0.0857734531164169,1.030333161354065,280.6840515136719,3.039373874664306,253.19825744628903,239.50997924804688,2.479189157485962,2.487246513366699,300.0,0.3019888997077942,0.289583334078391
20150430.0,0.2409319579601287,,0.186531975865364,0.1806574463844299,0.2257081270217895,,0.1174047067761421,9.0,0.0857734531164169,1.030333161354065,282.1831970214844,3.042052745819092,254.47561645507807,241.23794555664065,5.201228618621826,2.6451187133789062,300.0,0.2890458703041076,0.301791667938232
20150501.0,0.239639326930046,,,,,,0.1201818883419036,,,,,,,,,,,,
20150502.0,0.2199279218912124,0.1882027834653854,0.176251083612442,0.1627313196659088,0.2056438773870468,0.078058049082756,0.1491744816303253,9.0,0.0857734531164169,1.030333161354065,283.1181640625,3.047425508499145,255.6392822265625,240.41928100585932,0.0,2.8628172874450684,300.0,0.2475610077381134,0.273416669418414
20150503.0,0.2253864407539367,0.1890145540237426,0.1812342256307602,0.1515853404998779,0.1955539435148239,,,9.0,0.0857734531164169,1.030333161354065,285.567626953125,3.050119400024414,257.45660400390625,243.1717834472656,5.423152446746826,1.772712469100952,300.0,0.2366076409816742,0.264250004043182
20150504.0,0.2431593984365463,0.2026015073060989,,,,0.0906310379505157,0.2226630449295044,,,,,,,,,,,,
20150505.0,0.2767156362533569,,0.2510172724723816,0.2268680930137634,0.271794319152832,0.1415254324674606,0.2097232043743133,9.0,0.0857734531164169,1.030333161354065,289.02587890625,3.055522918701172,254.9591064453125,239.161865234375,8.650466918945312,4.084455966949463,300.0,0.2779606878757477,0.333842108124181
20150506.0,0.2506080269813537,,0.2785802483558655,,,,,,,,,,,,,,,,
