date,era5_land_sm,esa_cci_sm,smap_ib_sm,smap_dca_sm,smap_scav_sm,smos_ic_sm,smos_l3_sm,mcd12c1_IGBP_land_cover,soilgrid_clay_fraction,soilgrid_bulk_density,era5_surface_temperature,vwc_mod13_sf_land,smap_tb_v_corrected,smap_tb_h_corrected,era5_prep,era5_evap,koppen_climate_5_types,pgml_sm,insitu_sm
20150401.0,0.2490140348672866,,,,,,,,,,,,,,,,,,
20150406.0,0.2648747265338897,,,,,,,,,,,,,,,,,,
20150407.0,0.2678413987159729,,0.0853127166628837,0.0888723731040954,0.0854658335447311,0.0502381473779678,0.0565507970750331,10.0,0.2645244598388672,1.4062055349349976,276.5616455078125,0.4130096435546875,261.2696533203125,246.36590576171875,4.21381425857544,1.5009900331497192,200.0,0.1501314342021942,0.143695652484894
20150408.0,0.3227728009223938,,,,,,,,,,,,,,,,,,
20150411.0,0.3587815165519714,,,,,,,,,,,,,,,,,,
20150412.0,0.3482295870780945,,0.1615391671657562,,,0.1574765294790268,,10.0,0.2645244598388672,1.4062055349349976,278.83258056640625,0.4548936188220978,245.6741180419922,222.231201171875,0.0353757999837398,2.518758773803711,200.0,0.2476537674665451,0.207875000933806
20150413.0,0.3277834951877594,,0.1314929276704788,0.1519805341958999,0.1341318637132644,,,10.0,0.2645244598388672,1.4062055349349976,277.956787109375,0.4634816646575928,251.16818237304688,229.73585510253903,0.0030022792052477,2.704155445098877,200.0,0.2288136035203933,0.199086955708006
20150414.0,0.3098562955856323,,,,,0.1110133007168769,,,,,,,,,,,,,
20150417.0,,,,,,0.1451481133699417,,,,,,,,,,,,,
20150418.0,0.3771394491195678,,0.1815662086009979,,,,,10.0,0.2645244598388672,1.4062055349349976,274.184814453125,0.5070640444755554,245.91943359375,225.9349975585937,0.4200103282928467,1.9556653499603271,200.0,0.2610945701599121,0.273772726004774
20150419.0,0.3769019246101379,,,,,,,,,,,,,,,,,,
20150420.0,0.3682648241519928,,0.1575163602828979,,,0.1392099410295486,0.1602526903152465,10.0,0.2645244598388672,1.4062055349349976,275.57098388671875,0.5247470736503601,247.2447662353516,224.96359252929688,3.457081794738769,1.9057683944702148,200.0,0.2494983226060867,0.238500000536442
20150421.0,0.3695968389511108,,0.1620163172483444,0.1600785702466964,0.1406310945749282,,,10.0,0.2645244598388672,1.4062055349349976,277.8837585449219,0.5340231657028198,250.20620727539065,228.71304321289065,1.4606047868728638,2.3048973083496094,200.0,0.2303104847669601,0.226173911405646
20150422.0,0.366793543100357,,,,,0.1209259405732154,,,,,,,,,,,,,
20150423.0,0.3502160608768463,,0.1470739990472793,0.1517253816127777,0.1342423409223556,,,10.0,0.2645244598388672,1.4062055349349976,281.849609375,0.5527136325836182,255.61502075195312,234.48643493652344,0.7674503922462463,2.6547772884368896,200.0,0.1891199797391891,0.209291664883494
20150424.0,0.3371736109256744,,,,,,,,,,,,,,,,,,
20150425.0,0.3287398219108581,,,,,0.0924280732870101,,,,,,,,,,,,,
20150426.0,0.3516005277633667,,0.1793036758899688,,,,,10.0,0.2645244598388672,1.4062055349349976,277.5082702636719,0.6070766448974609,244.31396484375,227.89816284179688,13.702140808105469,1.4928839206695557,200.0,0.2644181251525879,0.213249997546275
20150427.0,0.3853752315044403,,,,,0.1683641821146011,,,,,,,,,,,,,
20150428.0,0.3799302875995636,,0.1676582098007202,0.199032261967659,0.1688331812620163,,0.1265602558851242,10.0,0.2645244598388672,1.4062055349349976,278.5608215332031,0.6449378728866577,245.159423828125,223.2870178222656,0.0089754676446318,2.611001968383789,200.0,0.2635990977287292,0.253750000769893
20150429.0,0.3638785481452942,0.2310426533222198,0.1752518266439438,0.184391051530838,0.1637585610151291,,,10.0,0.2645244598388672,1.4062055349349976,283.9102478027344,0.6641032695770264,248.5943298339844,224.05648803710932,0.0208685602992773,3.5558557510375977,200.0,0.2467457056045532,0.238250001023213
20150430.0,0.3445419371128082,0.2190732508897781,,,,0.1264015138149261,,,,,,,,,,,,,
20150501.0,0.3699258267879486,,0.1330624371767044,0.1405620574951172,0.1267631649971008,,,10.0,0.2645244598388672,1.4062055349349976,283.1483154296875,0.7029550075531006,257.42437744140625,235.8243103027344,1.4185264110565186,3.6846654415130615,200.0,0.2015208899974823,0.21120833295087
20150502.0,0.3345987796783447,,,,,0.0959708839654922,,,,,,,,,,,,,
20150503.0,0.3232932686805725,0.1887178272008896,,,,,,,,,,,,,,,,,
20150504.0,0.3375828862190246,,0.1049889549612999,0.1151732951402664,0.1072961837053299,,,10.0,0.2645244598388672,1.4062055349349976,283.88092041015625,0.7625352144241333,263.4713134765625,248.04458618164065,2.291470527648926,2.679195642471313,200.0,0.1487367749214172,0.177208334207535
20150505.0,0.3501321375370025,0.2068372964859008,,,,0.0598290711641311,,,,,,,,,,,,,
20150506.0,0.3676473498344421,0.237545445561409,0.1786853969097137,0.1781377345323562,0.1513151824474334,,,10.0,0.2645244598388672,1.4062055349349976,281.7080078125,0.8032239675521851,254.8624420166016,235.366943359375,12.284737586975098,1.9627528190612795,200.0,0.1815369874238968,0.168958332389593
20150507.0,0.4128649830818176,,0.2172458171844482,,,,,10.0,0.2645244598388672,1.4062055349349976,277.6415710449219,0.823070764541626,240.9482421875,220.80746459960932,14.84319019317627,1.665503740310669,200.0,0.2837494313716888,0.309000001599391
20150508.0,0.4007550477981567,0.2910051643848419,,,,0.1815594583749771,,,,,,,,,,,,,
20150509.0,0.4093804657459259,0.2881474494934082,0.2251728475093841,,,,,10.0,0.2645244598388672,1.4062055349349976,275.8034362792969,0.8632503151893616,240.217041015625,220.17681884765625,21.523073196411133,0.8297327160835266,200.0,0.3066310882568359,0.319541665414969
20150510.0,,,,,,0.1928643882274627,,,,,,,,,,,,,
20150512.0,0.4148808419704437,,,,,,,,,,,,,,,,,,
20150514.0,0.3980865776538849,,,,,,,,,,,,,,,,,,
20150515.0,0.3918881416320801,,0.2272900938987732,0.2047552764415741,0.1813971102237701,0.1700838953256607,,10.0,0.2645244598388672,1.4062055349349976,281.67828369140625,0.8776910901069641,246.71304321289065,222.4013671875,2.6364521980285645,2.4855306148529053,200.0,0.2455173432826995,0.243624998877446
20150516.0,0.3751262128353119,0.2570136487483978,,,,,,,,,,,,,,,,,
20150517.0,0.3688361048698425,,0.2135843485593795,0.1920829117298126,0.16707643866539,,,10.0,0.2645244598388672,1.4062055349349976,279.6478881835937,0.8818319439888,248.86407470703125,226.9672698974609,7.15950870513916,2.6432125568389893,200.0,0.2501270174980163,0.225625000273188
20150518.0,0.3959493637084961,,,,,0.1505720168352127,,,,,,,,,,,,,
20150519.0,0.4123528897762298,0.2811627686023712,,,,,,,,,,,,,,,,,
20150520.0,0.4157854914665222,,0.2212750017642974,0.2319337427616119,0.188585877418518,0.1835059523582458,,10.0,0.2645244598388672,1.4062055349349976,275.444580078125,0.8880558013916016,242.63238525390625,223.2828369140625,5.175873279571533,1.4734703302383425,200.0,0.2951001226902008,0.333272725343704
20150521.0,0.4114558398723602,,,,,,,,,,,,,,,,,,
20150522.0,0.4183349609375,,0.2392143607139587,,,,,10.0,0.2645244598388672,1.4062055349349976,281.5796203613281,0.8922358751296997,241.016357421875,218.1836700439453,7.098965644836426,2.433542966842652,200.0,0.2751340270042419,0.29316666473945
20150523.0,0.4207269251346588,0.2853451669216156,0.2578243613243103,,,0.2436856478452682,,10.0,0.2645244598388672,1.4062055349349976,282.4519958496094,0.8941595554351807,240.4414978027344,215.2135009765625,12.85433292388916,2.803957462310791,200.0,0.2727443277835846,0.319583332786957
20150524.0,0.42398402094841,,,,,,,,,,,,,,,,,,
20150525.0,0.4200551807880401,0.2894645035266876,0.2786000072956085,,,,,10.0,0.2645244598388672,1.4062055349349976,281.7626953125,0.8980114459991455,233.6058349609375,208.90512084960932,7.493197441101074,2.588763236999512,200.0,0.2925470769405365,0.329458336035411
20150526.0,0.4133873879909515,0.2776512801647186,,,,0.2445480525493621,,,,,,,,,,,,,
20150527.0,0.4084124565124511,,,,,,,,,,,,,,,,,,
20150528.0,0.3873944580554962,0.2672518193721771,0.2592187523841858,0.2268024235963821,0.2113903313875198,0.2395605146884918,,10.0,0.2645244598388672,1.4062055349349976,285.3087463378906,0.8923137784004211,242.64849853515625,215.1703491210937,5.797668933868408,3.24207067489624,200.0,0.2576558887958526,0.273916667948167
20150529.0,0.4093003869056701,0.262173980474472,,,,,,,,,,,,,,,,,
20150530.0,0.3942041099071502,0.2663710415363312,0.2583570480346679,0.2536700069904327,0.2216148376464843,,,10.0,0.2645244598388672,1.4062055349349976,285.2882385253906,0.888185441493988,240.79052734375,216.13287353515625,0.4931108951568603,4.222281455993652,200.0,0.282137930393219,0.275499998281399
20150531.0,0.3670960962772369,0.2491677105426788,0.242826759815216,0.2034084647893905,0.1971336603164672,0.1779238283634185,,10.0,0.2645244598388672,1.4062055349349976,289.0331115722656,0.886134922504425,247.61392211914065,218.7691650390625,0.1357539445161819,4.415576934814453,200.0,0.2470374107360839,0.25808332922558
20150601.0,0.3515147268772125,0.2424629926681518,,,,,,,,,,,,,,,,,
20150602.0,0.3431686460971832,0.2186202257871627,0.211529791355133,0.1911572068929672,0.174169510602951,0.1393748521804809,,10.0,0.2645244598388672,1.4062055349349976,288.8022766113281,0.8820388913154602,253.3205108642578,228.44644165039065,0.2866118252277374,4.591353416442871,200.0,0.2341395318508148,0.228875000029802
20150603.0,0.3249745070934295,0.2179481834173202,,,,,,,,,,,,,,,,,
20150604.0,0.3720366954803467,0.2079566419124603,,,,,,,,,,,,,,,,,
20150605.0,0.3685987889766693,0.2060717046260833,0.1436242014169693,0.1416148394346237,0.1283448785543441,0.0888378918170929,,10.0,0.2645244598388672,1.4062055349349976,286.264404296875,0.8759070634841919,263.8440856933594,244.7047882080078,8.13903522491455,2.6133947372436523,200.0,0.1378649026155471,0.197458335508903
20150606.0,0.4054180979728699,0.2112280279397964,,,,,,,,,,,,,,,,,
20150607.0,0.3922606408596039,0.2046488225460052,0.1444704681634903,0.1487505435943603,0.1327101588249206,0.0801137909293174,,10.0,0.2645244598388672,1.4062055349349976,287.3503112792969,0.8719101548194885,262.2948608398437,245.99838256835932,3.3425216674804688,3.34464430809021,200.0,0.1552987694740295,0.1806666670988
20150608.0,0.3756095170974731,0.2087639272212982,0.1424246728420257,0.1311723738908767,0.120116002857685,,,10.0,0.2645244598388672,1.4062055349349976,288.74609375,0.8692930340766907,265.2833557128906,247.03341674804688,1.3530811071395874,4.113230705261231,200.0,0.1599380671977996,0.174749999617537
20150609.0,0.3596704006195068,0.2000842690467834,,,,,,,,,,,,,,,,,
20150610.0,0.3373499512672424,0.1835091710090637,0.1042556092143058,0.1327215284109115,0.1212178245186805,0.0578428730368614,,10.0,0.2645244598388672,1.4062055349349976,290.58770751953125,0.8640669584274292,267.4485778808594,250.295654296875,0.865552544593811,3.744201183319092,200.0,0.1427522599697113,0.153583334137996
20150611.0,0.3394660055637359,,,,,,,,,,,,,,,,,,
20150612.0,0.329740971326828,0.2153025567531585,,,,,,,,,,,,,,,,,
20150613.0,0.3093372881412506,0.1892254501581192,0.1124554127454757,0.1430864036083221,0.1287013590335846,0.07022525370121,,10.0,0.2645244598388672,1.4062055349349976,290.95538330078125,0.8146301507949829,264.9952087402344,247.4766998291016,0.5870633721351624,5.230561256408691,200.0,0.1715636700391769,0.142000000923872
20150614.0,0.2850375473499298,0.179295539855957,,,,,,,,,,,,,,,,,
20150615.0,0.3023382425308227,0.2067071199417114,0.136100634932518,0.1536299288272857,0.1368858367204666,0.1210103332996368,0.138676106929779,10.0,0.2645244598388672,1.4062055349349976,289.7549743652344,0.7810205817222595,263.4306030273437,244.3498687744141,6.858664989471436,3.900125980377197,200.0,0.1585387736558914,0.131000000362595
20150616.0,0.38289275765419,,,,,,,,,,,,,,,,,,
20150617.0,0.3479485511779785,0.2081314325332641,,,,,0.1547288447618484,,,,,,,,,,,,
20150618.0,0.3122199177742004,0.1935059577226638,0.1201186403632164,,,0.0907636806368827,0.0986663401126861,,,,,,,,,,,,
20150619.0,0.2844443321228027,0.1949948668479919,,,,,,,,,,,,,,,,,
20150620.0,0.2582272291183471,0.1594815552234649,,,,0.0356660634279251,0.0375988036394119,,,,,,,,,,,,
