pixel_id,lat,lon,land_cover_types,pgml_sm,era5_land_sm,esa_cci_sm,smap_ib_sm,smap_dca_sm,smap_scav_sm,smos_ic_sm,smos_l3_sm
AMMA-CATCH_1,9.744685173,1.605549992,12,0.029961417663754385,0.07817685020873345,0.03399510945025541,0.05525998124173385,0.043311589441896066,0.044197859993100046,0.03870968464925738,0.061137853917663874
AMMA-CATCH_2,9.789859772,1.709939957,12,0.03667791265098068,0.0533683555712537,0.027888851465462192,0.04318574248409784,0.03154851871015442,0.031020146967000676,0.03197404638103896,0.05097858191125853
AMMA-CATCH_3,9.795060158,1.709939957,12,0.04877057626685669,0.042449994299855486,0.028231138026556656,0.037387260076363615,0.0347724650109041,0.034957470659872626,0.03568970652140364,0.048785631243238786
AMMA-CATCH_4,13.53250027,2.660399914,10,0.012211932825514665,0.040758333376088314,0.03144067370301075,0.01583554225029633,0.01958487946297096,0.020767009575797937,0.016186317308675747,0.02131858128420624
AMMA-CATCH_5,13.54800034,2.695600033,10,0.01397634787922296,0.0402356023684168,0.030561388623454287,0.01664716007428746,0.019161496212110857,0.020891732861296516,0.017117266003187196,0.02313896842230999
AMMA-CATCH_6,13.64560032,2.631999969,10,0.01824138851539162,0.042000481946417575,0.03210963423144292,0.020837776918022247,0.023084869858473186,0.024292807290686835,0.0215219718838419,0.026845157378376287
ARM_1,35.88000107,-98.17299652,12,0.04988538576612512,0.054578119987150134,0.05335004316038498,0.05299564829365859,0.050903869182247014,0.05021949014958529,0.05151777102128701,0.05604516266174898
ARM_2,35.86149979,-97.06950378,10,0.052216972983055,0.05578132301218803,0.05950515257894609,0.04364211307971198,0.046965399481440205,0.050706250598398235,0.04367940619416862,0.04485693197147042
ARM_3,36.11660004,-97.51119995,10,0.04228969026164219,0.05254449981340496,0.051947373073526086,0.04241948319503247,0.045431390808368034,0.043089166058608436,0.039645825606743776,0.04381315212313007
ARM_5,36.37353897,-97.06905365,10,0.04675962213893871,0.04882548774020745,0.048739739141008744,0.04393896940534567,0.04322927302302273,0.04146499751038994,0.044467931487987014,0.0511490349274557
ARM_6,36.31937027,-96.76203156,10,0.04169404026096321,0.044366825825013105,0.059510633172032236,0.032807013447281756,0.038178728537861154,0.0447663820107681,0.03310357784090131,0.031846553393050404
ARM_7,36.43099976,-98.28399658,12,0.028578754550831694,0.06397385333405317,0.03145085683802836,0.05090192361652361,0.051558275866721966,0.04966307796356995,0.052974299291023756,0.06541303460054831
ARM_8,36.60593266,-97.48726652,12,0.04294341873890536,0.04502465678435359,0.0464540586088468,0.04553877046592173,0.04417464179762718,0.04762722333754799,0.044550374636465606,0.04926776712030555
ARM_10,36.81915012,-97.81985026,12,0.05315908266927295,0.06392101128291114,0.07532521097320734,0.05818248060164591,0.05936777587404024,0.054704066404156954,0.05645011944402207,0.05627877571964749
ARM_11,36.8409996,-96.42700195,10,0.05748323357797377,0.05712322414817347,0.042262814548029465,0.045754649778133316,0.04291762018163219,0.0375883631950932,0.043988404653673534,0.05137286672061702
ARM_12,36.92599869,-97.08200073,12,0.05442950607656751,0.06427787993255474,0.06203160446892364,0.05334108262104661,0.05425762380068178,0.05084386768507866,0.05267616954632436,0.057655539715272014
ARM_13,37.06940079,-97.76059723,12,0.06231147512866767,0.06759543205708098,0.07793599141764346,0.0779610308120642,0.07471593095139532,0.07746348189653345,0.08112139407572191,0.08898783944848888
ARM_14,37.06800079,-95.78800201,10,0.09780847721778603,0.1699917028322587,0.14593415868726375,0.1954587946777211,0.17520992294562784,0.17390356054036787,0.18023704336449928,0.19162391683697438
ARM_15,37.13299942,-97.26599884,12,0.04693896613547915,0.062435865471998836,0.0533051813027948,0.05041306491269525,0.04695641113548649,0.04981722451474552,0.054128354886846024,0.06266515853565392
ARM_16,37.21340179,-98.09690094,12,0.04727230016524338,0.054840605168586305,0.04147550777766049,0.042980144313054185,0.04236891295497168,0.04878247739861349,0.03954914607881939,0.04554050130376608
BE_2,50.30490112,5.9981,5,0.0475950848180657,0.005502206643881118,0.04632191388484253,0.046490983788619815,0.05316086792883273,0.05644926058631998,0.04886331358819741,0.0655824980620918
BIEBRZA_1,53.60578113,22.87849998,9,0.05418416361596887,0.09245148348426818,0.05395520177047231,0.08384952328448082,0.09909660572480314,0.10211867727756065,0.08962320130179391,0.10715393945461038
