pixel_id,lat,lon,land_cover_types,pgml_sm,era5_land_sm,esa_cci_sm,smap_ib_sm,smap_dca_sm,smap_scav_sm,smos_ic_sm,smos_l3_sm
45_COSMOS-UK,54.2985000610352,-7.29186010360718,10.0,0.04057820361344005,0.06989736280764935,0.08171634332913208,0.082881652033153,0.0688360492857971,0.06699488275595497,0.08533563191353721,0.09820204340014062
48_COSMOS-UK,51.2028884887695,-2.0796000957489,9.0,0.04193320738438137,0.07785424871131871,0.08238459541936581,0.04770182607833768,0.05086165678348218,0.05290838568190349,0.08384513413881035,0.090808740682896
50_COSMOS-UK,52.020881652832,-2.66211009025574,12.0,0.028244435548571086,0.0480045849844166,0.06126816274322245,0.045444133104567644,0.04328557311610752,0.04825928139715338,0.07395439293718904,0.07878958913046218
51_COSMOS-UK,52.6101608276367,-0.8264200091362,12.0,0.04848986217600499,0.08957494220800039,0.08608787968766811,0.07266170396417884,0.07252649099658862,0.06773518346631117,0.080941736083569,0.08503185455786014
52_COSMOS-UK,52.1994094848633,-1.56307995319366,12.0,0.03471408055233961,0.09976768942763453,0.09953172756346684,0.050790667522680195,0.06240867980273926,0.056377681168886966,0.09994359080527677,0.10879601048011775
54_COSMOS-UK,51.5303192138672,-1.48187005519867,12.0,0.04038757417677674,0.09325749258178753,0.0885325139024991,0.06266312562868033,0.06948330621570734,0.06500469906923981,0.07975430243126172,0.08827061274757597
57_COSMOS-UK,51.8394813537598,-0.948419988155365,9.0,0.03498016006804248,0.08276140747300656,0.08624874362926617,0.061152966659570075,0.07122457707871764,0.06282452380781876,0.08121855843235891,0.07859572227640262
58_COSMOS-UK,52.1321907043457,-0.0444100014865398,12.0,0.03299302959846991,0.04622233379617792,0.056404705635349724,0.04264833079478679,0.04517852294828674,0.045609585842178016,0.06829949340600831,0.061123886612077155
61_CR-Fsc,10.4189,-85.4732,12.0,0.046415839443189943,0.08098480465768705,0.06993095990272225,0.06544538409162957,0.0651279591481628,0.06160788642907078,0.06722334525209438,0.12184022591598756
93_CW3E,39.3405303955078,-123.16349029541,1.0,0.03123636772246252,0.03284345445432262,0.03261352505528105,0.06564615834454667,0.055268687297467846,0.03382616411283782,0.055129413058412846,0.09353298647139355
94_CW3E,39.2358589172363,-121.406211853027,9.0,0.06263150871502766,0.031040683804536374,0.05564444512498639,0.0810754744889718,0.04659274469874681,0.049894234044079215,0.07693129727852999,0.09548856218440893
96_CW3E,39.1975708007812,-123.159851074219,8.0,0.06287190424501359,0.03869177852146545,0.05186097233658052,0.05925601036098462,0.05202617003320693,0.06139579333560518,0.07737105149876858,0.12594704093438588
99_CW3E,39.9459686279297,-120.969718933105,1.0,0.04746529256983026,0.04217473845031008,0.030998110082695568,0.05842512565159152,0.09675372394779168,0.07208560464569282,0.05110359942960645,0.08927084570845428
108_CW3E,39.341159820556655,-123.1079711914065,1.0,0.0447953851438926,0.04857796413973653,0.043252387347022726,0.06294558975038737,0.07425153229591624,0.05114212886094873,0.06412067357937364,0.09797553136281442
113_CW3E,39.2342910766602,-123.004981994629,1.0,0.04191661756411544,0.029385326186525857,0.04317075712490774,0.05465918716738293,0.0593232624746114,0.04412881749201752,0.05323547795972343,0.09142806715812062
120_DE-HoH,52.08656,11.22235,12.0,0.031142860100946346,0.054607149379633804,0.04445120042509557,0.06726327001041099,0.05972437301024298,0.06330763648587898,0.0671478434399868,0.0806074333067541
121_DE-RuW,50.50492685,6.330962475,5.0,0.026385200615580338,0.03330332367944494,0.03398187662429136,0.04178610536562982,0.057072219438761285,0.06523204728130075,0.04308848603248771,0.06454893809224586
140_ES-LMa,39.94033,-5.77465,9.0,0.023569778037094428,0.0401881755787191,0.03809283875514708,0.057096143872648,0.04318939915239357,0.04079782183934006,0.06251984286893732,0.08284518372574376
142_FI-Var,67.7549,29.61,9.0,0.02890959618492236,0.026942481414178054,0.03061415413973425,0.03785593453640166,0.03684890340065311,0.034416976042613755,0.047041230923336334,0.06755999345384037
145_FLUXNET-AMERIFLUX,38.42946923895942,-120.9647132663302,10.0,0.032106648172641424,0.04468769317404372,0.05529960550923754,0.08155181579292409,0.04407940347214366,0.0490647977719949,0.04697257661327847,0.05407346478912616
148_FMI,67.3694051106771,26.630790074666333,8.0,0.015746838468112805,0.0317822383322671,0.022298286251181198,0.051574225026020666,0.046108094414879286,0.0393217218838442,0.07187926931319019,0.09872432985512232
151_FR-Aur,43.549649,1.106103,12.0,0.04219018651604382,0.05268043749078071,0.05151253999605765,0.04588053253460365,0.048386525063324436,0.05056916885579751,0.0540577953094958,0.06152128164450439
154_FR-Hes,48.6741,7.06465,5.0,0.04353871175641747,0.058636669444928666,0.062483299517239306,0.050023516166230096,0.07497399920914044,0.07311242681423714,0.06915785188642695,0.07875279448196944
156_FR-Lus,46.4142461,0.1206518,12.0,0.024235737573228427,0.04789322862071389,0.07172014303234078,0.04379640231827157,0.048980252037345205,0.04706044460097698,0.0825774072288832,0.07459852109589568
158_FR,44.4669990539551,-0.726899981498718,8.0,0.05031934723809417,0.06680945811406648,0.06811707416373813,0.04235623993509604,0.07262287403629462,0.06755822697928691,0.07087848721821947,0.07580479114498928
159_FR,44.4816303253174,-0.762749999761581,8.0,0.02303637055741779,0.03082804771869948,0.032092835917707084,0.05972051531668306,0.05765538732393418,0.04537241360649165,0.05026108212283751,0.06611269603900984
161_HOAL,48.15433006286621,15.148502635955795,12.0,0.029601802587868143,0.033604862254753294,0.03318595197987791,0.03182881191615039,0.04712310024648276,0.04491728655660399,0.060250137897720185,0.06773048584839134
162_HOAL,48.1580390930176,15.147310256958,12.0,0.043898417900972805,0.050812062775165624,0.05800068243478612,0.04519432491671116,0.06102165964781099,0.061346471190906984,0.06970909074776091,0.07528076872603896
163_HOBE,55.980233510335296,9.184733390808104,12.0,0.03210404438342747,0.038107580413288225,0.03952003315463606,0.055516867824219565,0.06388149962204025,0.05849157584908548,0.05533660350341542,0.07058999022425273
164_HOBE,56.037001037597655,9.1835599899292,12.0,0.03816928063146662,0.0432167481150224,0.0466664546998299,0.04468742696762038,0.05300938561533858,0.051702671656744546,0.052474800325002166,0.06336763350219571
165_HOBE,56.073299407959,9.33370018005371,12.0,0.04339850556326583,0.05654835212650219,0.05270418983041502,0.05752684524787422,0.06680861410357643,0.06609084026339027,0.06333257967336979,0.07842826395495114
166_HOBE,56.04173278808594,9.131866772969564,12.0,0.035142451539097265,0.042115466130084184,0.03476618334487118,0.04786394712025122,0.058684242603473116,0.05512066545074241,0.050669795165902094,0.07368292498827454
186_MAQU,33.89067626953127,102.15832328287767,10.0,0.03859857922980269,0.05903163568376045,0.051032526968548944,0.04774146578129233,0.05311742811699676,0.06605323003380811,0.08811946167888529,0.06381550585289522
189_MN-Hst,47.594131,105.856439,10.0,0.0340102364135193,0.06019274009659455,0.039403132922173054,0.06740431586904845,0.0664701686896368,0.06821616519838695,0.06859100767715189,0.07461454689257725
190_MN-Nkh,47.693592,107.489342,10.0,0.034345348540834125,0.05624288273164595,0.03594398005729516,0.0665993319294294,0.06505344990354615,0.07081972789393598,0.07407747258233195,0.08694766317500165
198_Maqu,33.97,102.61,10.0,0.03450406766918101,0.054897462422643366,0.03773657475115012,0.06484217676952633,0.05902598493300324,0.06721948470797504,0.07601873334142867,0.09456920152049017
203_MonteBuey,-32.97,-62.45,12.0,0.035534169302674286,0.04181524037546469,0.040925275476248114,0.04783270262262297,0.04629081828027968,0.06438427244603773,0.11418823636991143,0.08814663750504699
217_OZNET,-35.3239517211914,147.534805297852,12.0,0.0523041634854013,0.08355077780867261,0.07186559094541949,0.1027685003730119,0.0923697985387677,0.09876609521398856,0.0910854922760991,0.10007064894037893
218_OZNET,-34.6547813415527,146.110275268555,10.0,0.031221625783565157,0.03716540290862176,0.05570933507959923,0.05198292703568292,0.049039006158790144,0.05186748821428573,0.05357655226734824,0.05879485296002283
219_OZNET,-35.109748840332,145.935531616211,10.0,0.0686688429233645,0.07377775036447269,0.07690710672726671,0.08621642225254006,0.08206474655774672,0.08329842415636853,0.0904349189284471,0.10317013628012947
220_OZNET,-35.0053482055664,146.309875488281,10.0,0.0329215866093545,0.06233491945645327,0.055407940446360666,0.062003961244953235,0.062435359177741644,0.06331789444496305,0.05804924557626594,0.06189101757941881
221_OZNET,-35.389778137207,147.45719909668,12.0,0.04897025050939803,0.0642082074628391,0.057218551173507375,0.08662805926991946,0.08559252841340159,0.09585878696463733,0.0950778216155377,0.1069288588785898
222_OZNET,-34.7283515930176,146.293167114258,10.0,0.027545090804599087,0.03344001889382337,0.04188418947592987,0.04784589237292648,0.04230310967677093,0.045455412567307986,0.04507553488578185,0.05499885786994726
223_OZNET,-34.7194290161133,146.020034790039,10.0,0.02045592243480684,0.057935566667166226,0.033080107125269126,0.08461142608724134,0.06991062193329325,0.07779106501907627,0.07316752261101969,0.07702076564775841
224_OZNET,-35.2275009155273,147.485000610352,12.0,0.05157007355541941,0.07374059375275055,0.06550331070188789,0.09216247003635712,0.08778519461015749,0.09504480579366158,0.08653778302834707,0.08940908711285987
225_OZNET,-35.2720184326172,147.429016113281,12.0,0.025575595006948733,0.038804197890722425,0.03766572421111606,0.058375339535857704,0.05730572805686851,0.06842776182123504,0.05552424230293122,0.061334139579632636
226_OZNET,-35.0695991516113,146.168930053711,10.0,0.03638486932294826,0.06024519860313218,0.039604086907012406,0.09880040656793708,0.0848272044759324,0.08871022253722223,0.10477880563218109,0.12945029013133305
227_OZNET,-34.6288795471191,145.84895324707,10.0,0.019376299706303075,0.04728182552513526,0.02952309043948225,0.07701952348492015,0.0656876935112757,0.07063082973498545,0.06836715605702828,0.07314499277466488
228_OZNET,-35.0902481079102,146.30647277832,10.0,0.019860634712898315,0.05708104556383659,0.03392371474112857,0.09747530391011536,0.08623396441393488,0.09196778025731167,0.0931123476209953,0.11088929011078204
229_OZNET,-35.3939208984375,147.566177368164,12.0,0.04137921408781409,0.0636107192319074,0.06805202393710437,0.06625445044704438,0.0666417844434095,0.06835968908231999,0.07343039609709168,0.08303432262537544
230_OZNET,-34.8518295288086,146.115295410156,10.0,0.028883739696987328,0.0373178854739634,0.03830192674876439,0.0616533668290429,0.04605273564865215,0.047223650060031895,0.05557069788685153,0.06612693135331293
231_OZNET,-34.9677696228027,146.016326904297,12.0,0.03118539348276949,0.04492979222158512,0.05262799396564499,0.0567484111529837,0.05473013374895156,0.05444397256994519,0.056407305605628094,0.059839852768455666
243_REMEDHUS,41.1960296630859,-5.35997009277344,12.0,0.0632101253211762,0.0819108140360433,0.07456975116276734,0.08322958312948019,0.07733099774235332,0.0781874156437596,0.07879953581657836,0.08381256307306403
244_REMEDHUS,41.28543090820315,-5.378074884414669,12.0,0.027988719813288324,0.05515587497386013,0.036573860509631066,0.0513055236665213,0.039947774265865835,0.039349869509854155,0.04124311678933569,0.04642290961231239
245_REMEDHUS,41.3939208984375,-5.32145977020264,12.0,0.025239719636581903,0.06258570962994443,0.0329555902338399,0.051507805813806096,0.039354047671555335,0.038475212338565386,0.04333539502200884,0.04767908292724091
246_REMEDHUS,41.29277992248535,-5.273535013198855,12.0,0.03820918722356143,0.048627116343998016,0.04417928948339027,0.051750967931256484,0.049014262385786725,0.049147326741850614,0.05325054315376016,0.05319700703037656
247_REMEDHUS,41.365110397338896,-5.459745168685915,10.0,0.013449535759111675,0.09149056467300147,0.046862054480897315,0.07504453911592067,0.05813831382065127,0.0556507748457341,0.06665127874256979,0.07337307425319943
248_REMEDHUS,41.2891998291016,-5.46713018417358,12.0,0.0528167523158744,0.06774346308472623,0.08173741495742047,0.07577615748516567,0.08087267383072809,0.08244055150689246,0.08257717575338518,0.08017967997787909
249_REMEDHUS,41.1489410400391,-5.39757013320923,12.0,0.028982004730527956,0.03610321826844785,0.039160668007872726,0.0410085114035337,0.0383716231753835,0.04035146020550084,0.040456892637888056,0.04594271405148834
250_REMEDHUS,41.3733787536621,-5.54850006103516,12.0,0.03570091971227043,0.055665945632122814,0.04387284121826389,0.05204182069236411,0.04721892531681066,0.04775987128018918,0.054221978796337694,0.05732285160497719
251_REMEDHUS,41.19405937194825,-5.446329832077025,12.0,0.03064783865895203,0.041415636988190896,0.030747517340482866,0.0513112035402225,0.0417272303643513,0.0437110488168834,0.047234088655614646,0.052978481418174656
252_REMEDHUS,41.4511756896973,-5.38484978675842,7.0,0.021593356984585674,0.07210045902739272,0.03647514029970184,0.06334483387716518,0.04879590932111138,0.04692105065834177,0.048873712294257014,0.056436753244740775
253_REMEDHUS,41.3470916748047,-5.22474002838135,12.0,0.026336809501885734,0.055910403533110956,0.034001322450197935,0.046257042950375374,0.03944357949186417,0.039489897849075625,0.04285303285796136,0.05194352892888837
255_REMEDHUS,41.2392311096191,-5.54427003860474,12.0,0.019968148645099038,0.04710862901159118,0.027687426419293785,0.0491462736485032,0.037566436076237116,0.04253311824416489,0.046942941243360736,0.056194478149952334
258_RISMA,49.4925003051758,-97.9337387084961,12.0,0.027934321167303107,0.05033810240577911,0.04304215812887948,0.07170436711935255,0.0658464755474365,0.08235402990623296,0.07595480529209411,0.07747415476839711
