date,smap_freq,smap_theta,mcd12c1_IGBP_land_cover,omega_land_cover,roughness_land_cover,b_land_cover,soilgrid_clay_fraction,soilgrid_bulk_density,era5_surface_temperature,vwc_mcd13_sf_land,smap_tb_v_corrected,smap_tb_h_corrected,era5_prep,era5_evap,koppen_climate_5_types,pgml_sm,era5_land_sm,esa_cci_sm,smap_ib_sm,smap_dca_sm,smap_scav_sm,smos_ic_sm,smos_l3_sm,insitu_sm
20150407.0,1.409999966621399,40.0,12.0,0.0599999986588954,0.1080000028014183,0.1099999994039535,0.2089908421039581,1.262938380241394,289.24676513671875,0.0972061231732368,273.86895751953125,260.1376342773437,0.0200167372822761,1.5094399452209473,200.0,0.0784418284893035,0.1181944906711578,0.2140028923749923,0.050027061253786,0.0584151484072208,0.0566657595336437,0.0167417172342538,0.0185247361660003,0.0822083335369825
20150412.0,1.409999966621399,40.0,12.0,0.0599999986588954,0.1080000028014183,0.1099999994039535,0.2089908421039581,1.262938380241394,287.1763000488281,0.097226470708847,261.1898803710937,238.9689483642578,0.0601564943790435,2.406213760375977,200.0,0.1234442964196205,0.2188058197498321,0.25938281416893,0.1413574516773224,0.1488046944141388,0.1377245187759399,0.0908995270729065,0.1115451529622078,0.0843333341181278
20150417.0,1.409999966621399,40.0,12.0,0.0599999986588954,0.1080000028014183,0.1099999994039535,0.2089908421039581,1.262938380241394,287.7898864746094,0.0471100509166717,259.72930908203125,232.6171875,1.939689040184021,1.91130805015564,200.0,0.1251211911439895,0.1662603169679641,0.2740644514560699,0.1682065576314926,0.1567358374595642,0.153856486082077,0.1206854358315467,0.1352885514497757,0.119000000150307
20150516.0,1.409999966621399,40.0,12.0,0.0599999986588954,0.1080000028014183,0.1099999994039535,0.2089908421039581,1.262938380241394,292.4633178710937,0.2666153013706207,278.327392578125,264.1865234375,0.0008523463620804,0.8849872350692749,200.0,0.0634826570749282,0.100706435739994,0.194937378168106,0.0434138886630535,0.0516688711941242,0.047657199203968,0.0110851041972637,6.103701889514923e-05,0.0843750002483527
20150623.0,1.409999966621399,40.0,12.0,0.0599999986588954,0.1080000028014183,0.1099999994039535,0.2089908421039581,1.262938380241394,295.77886962890625,0.3235817551612854,262.80291748046875,232.78579711914065,13.174307823181152,2.0676403045654297,200.0,0.0681024342775344,0.1796712428331375,0.2400240004062652,0.1716936081647873,0.1696949750185012,0.1634378433227539,0.1600839793682098,0.1884823143482208,0.14816666704913
20150626.0,1.409999966621399,40.0,12.0,0.0599999986588954,0.1080000028014183,0.1099999994039535,0.2089908421039581,1.262938380241394,298.3845520019531,0.3237086236476898,278.78155517578125,250.88351440429688,0.0,4.12174654006958,200.0,0.1109223738312721,0.1959494948387146,0.1975912600755691,0.1014329269528389,0.0969444885849952,0.0907556265592575,0.0553288199007511,0.0544450208544731,0.176250000173847
20150628.0,1.409999966621399,40.0,12.0,0.0599999986588954,0.1080000028014183,0.1099999994039535,0.2089908421039581,1.262938380241394,301.6397705078125,0.3294731080532074,283.545654296875,265.84002685546875,0.0,2.8025054931640625,200.0,0.0835182890295982,0.1332824975252151,0.1599955707788467,0.0487252995371818,0.0698605328798294,0.0651251375675201,0.0194845367223024,0.0175176244229078,0.151166665678223
20150706.0,1.409999966621399,40.0,12.0,0.0599999986588954,0.1080000028014183,0.1099999994039535,0.2089908421039581,1.262938380241394,304.5683898925781,0.3384823203086853,287.62237548828125,269.8035583496094,0.0008559238631278,0.8780035972595215,200.0,0.0620697736740112,0.0979391857981681,0.1362792998552322,0.0354934558272361,0.0496571771800518,0.0429779030382633,0.0040679653175175,0.000854518264532,0.0830416670069098
20150711.0,1.409999966621399,40.0,12.0,0.0599999986588954,0.1080000028014183,0.1099999994039535,0.2089908421039581,1.262938380241394,303.11590576171875,0.3164884448051452,290.5938720703125,270.8424072265625,0.0025868415832519,0.6179486513137817,200.0,0.0594214685261249,0.0970625430345535,0.1340312957763672,0.0336658880114555,0.0351618342101573,0.020000010728836,0.003786981338635,0.0003051850944757,0.0701249999304612
20150714.0,1.409999966621399,40.0,12.0,0.0599999986588954,0.1080000028014183,0.1099999994039535,0.2089908421039581,1.262938380241394,306.55767822265625,0.3174511194229126,286.2210693359375,274.236328125,0.0012814997462555,0.6440297365188599,200.0,0.0624465234577655,0.0967217534780502,0.1318850666284561,0.0359980016946792,0.0525436587631702,0.0599789284169673,0.0114844078198075,0.0013122959062457,0.0682500000111759
20150727.0,1.409999966621399,40.0,12.0,0.0599999986588954,0.1080000028014183,0.1099999994039535,0.2089908421039581,1.262938380241394,302.3887634277344,0.3230365514755249,287.8211669921875,272.74005126953125,0.0,0.5740005970001221,200.0,0.0579549446702003,0.1026941463351249,0.1362210810184478,0.0276733450591564,0.0449373126029968,0.044083759188652,4.846133379032835e-06,3.051850944757461e-05,0.0618750001303852
