observation,prediction,fold,y_pred
0.0159312501976577,,5.0,0.011599932
0.0161648650427122,,3.0,0.042668797
0.0152999999700114,,4.0,0.010491259
0.0248312497666727,,4.0,0.0018111021
0.0719854163471609,,5.0,0.0460602
0.0605624995660037,,4.0,0.041453917
0.0521770833681027,,2.0,0.05157147
0.0385979164469366,,4.0,0.0069942214
0.0424020833646258,,1.0,0.020743806
0.0285937497004246,,5.0,0.012163356
0.0708208332071081,,2.0,0.090960175
0.0558416668791324,,2.0,0.04731444
0.0317062501562759,,2.0,0.07058776
0.0301625000623365,,2.0,0.041511793
0.0242500000555689,,4.0,0.013356028
0.0199562497631026,,1.0,0.016590206
0.0698750005103648,,4.0,0.05654531
0.0959520835118989,,5.0,0.08562084
0.104908333470424,,2.0,0.043632295
0.0740145836025476,,5.0,0.047011137
0.0566166671148191,,4.0,0.04970752
0.0720833331967394,,3.0,0.06331243
0.0809979167145987,,1.0,0.071681164
0.117183333418022,,4.0,0.07121482
0.0641750003366421,,4.0,0.052517448
0.0446166673209518,,5.0,0.041648556
0.0421812500571832,,2.0,0.037426773
0.0318020834044243,,2.0,0.024924124
0.120818749768659,,5.0,0.15099147
0.0944729161759218,,4.0,0.0968606
0.106431250305225,,2.0,0.10483457
0.0765354166117807,,2.0,0.06809915
0.143097825996254,,5.0,0.11184892
0.0946833334552745,,1.0,0.10036296
0.0734354173764586,,1.0,0.036322013
0.0553187505962948,,1.0,0.038702797
0.0413437500440826,,5.0,0.044936772
0.0383666666069378,,3.0,0.023159295
0.097570832973967,,2.0,0.0993525
0.0648913047397914,,2.0,0.04237289
0.0944208335131407,,2.0,0.06368822
0.058877083628128,,5.0,0.050093662
0.0324812500427167,,4.0,0.016823195
0.0277312501178433,,4.0,0.014097115
0.0241083331250896,,3.0,0.05540114
0.0219000000894691,,1.0,0.010740492
0.0202104167547077,,3.0,0.009352209
0.0184541665754902,,3.0,0.0047124545
0.0171104166656733,,5.0,0.0063806195
0.0163812499570971,,4.0,0.0009942482
0.0156375000951812,,4.0,0.0009655866
0.0150145834389453,,2.0,0.00080289075
0.0149208332101504,,4.0,0.0010584338
0.014614583303531,,5.0,0.0031014804
0.0144437500469697,,1.0,0.0037844994
0.0143729166787428,,5.0,0.0042963293
0.0140499999979511,,4.0,0.0005884077
0.0139291666176481,,3.0,0.0007032154
0.0138729167520069,,4.0,0.00055267377
0.0136875001286777,,1.0,0.0020733362
0.0136604168413517,,1.0,0.003492978
0.0136479167655731,,4.0,0.00058950373
0.0136541667161509,,1.0,0.002747221
0.0134375000876995,,5.0,0.0022777857
0.0133395834127441,,2.0,0.0006030817
0.0132729167235084,,3.0,0.0004052001
0.01270833350524,,1.0,0.002095463
0.0127555556802286,,2.0,0.0006089334
0.0127375001029577,,3.0,0.0006855129
0.0129354167632603,,3.0,0.00040612608
0.012725000095088,,2.0,0.0004944637
0.0129127662549628,,5.0,0.002849808
0.0127854167367332,,3.0,0.0006754011
0.0127687501177813,,1.0,0.0021099488
0.0127270834151811,,3.0,0.000713025
0.0126791667620031,,5.0,0.0020033286
0.0127437501214445,,3.0,0.0009771186
0.0126187501009554,,1.0,0.0024632483
0.0125062501465436,,1.0,0.0018428952
0.0124812501405055,,5.0,0.0021000658
0.0122958335268777,,5.0,0.0022152374
0.0123062501370441,,1.0,0.002322612
0.0122833335093067,,1.0,0.0026980743
0.012258333551775,,5.0,0.0016380177
0.012285416839101,,5.0,0.001894732
0.012358333459512,,3.0,0.0010424367
0.0122687501619415,,2.0,0.00047454773
0.0123979168614217,,3.0,0.0017254157
0.0124916668185809,,1.0,0.0023423266
0.012381250213366,,2.0,0.0005634731
0.0123250002022057,,1.0,0.0018572094
0.0122375002150269,,1.0,0.0018613782
0.0123104167578276,,4.0,0.00054926344
0.012314583407715,,1.0,0.0023939314
0.0125500002080419,,5.0,0.0029750126
0.0131000002729706,,4.0,0.0003556713
