fold,observation,prediction
2.0,0.0118083332975705,0.01672767847776413
4.0,0.0114312499645166,0.00783585011959076
2.0,0.0115541666746139,0.017792001366615295
2.0,0.066750000230968,0.0866730585694313
5.0,0.1040937496970099,0.08767236024141312
4.0,0.0704354169623305,0.07802817225456238
2.0,0.0456812500488013,0.03332551568746567
5.0,0.0613708334664504,0.04903809353709221
5.0,0.0408729166180516,0.04611301049590111
4.0,0.0224583332504456,0.021216660737991333
1.0,0.106652083341032,0.12002148479223251
5.0,0.0634645832857738,0.06072679162025452
1.0,0.0770583333602796,0.08553086221218109
1.0,0.039883333723992,0.05548815429210663
3.0,0.0912916669622064,0.07396780699491501
5.0,0.0337875001132488,0.06966772675514221
1.0,0.0790687503758818,0.10000419616699219
5.0,0.129454166783641,0.07146669179201126
3.0,0.0487333330481003,0.03775816410779953
1.0,0.0292499999826153,0.03569743037223816
2.0,0.137945834508476,0.11958154290914536
4.0,0.0488145838802059,0.0209759920835495
3.0,0.0453836048625922,0.03129301220178604
3.0,0.0837937500327825,0.04868302494287491
3.0,0.0441958333055177,0.02432423084974289
4.0,0.063281250729536,0.024238795042037964
3.0,0.1523130434038845,0.06983648985624313
5.0,0.1034750000884135,0.09753873944282532
1.0,0.0806562495417893,0.047092825174331665
4.0,0.0977770838265618,0.050977885723114014
1.0,0.105681249250968,0.09882357716560364
5.0,0.080145833082497,0.0964944139122963
5.0,0.0533666669701536,0.041466809809207916
5.0,0.1098999995738267,0.03371746465563774
4.0,0.0991125004366038,0.0725271999835968
2.0,0.0564708328650643,0.101093590259552
2.0,0.0502541662038614,0.07292728126049042
1.0,0.043771428809989,0.04869765788316727
1.0,0.0820520833755533,0.12752467393875122
5.0,0.1641270838057,0.08521010726690292
2.0,0.176604166316489,0.150166854262352
4.0,0.1553500009079775,0.1458083987236023
3.0,0.152608332534631,0.14061754941940308
1.0,0.1415208340622485,0.15606240928173065
2.0,0.156333333967874,0.1611213982105255
4.0,0.0985229169018567,0.13192205131053925
4.0,0.0997041674951712,0.14532804489135742
2.0,0.146958334061007,0.16668429970741272
1.0,0.1374000005113585,0.16320845484733582
2.0,0.166260415998598,0.17757701873779297
1.0,0.1477937505890925,0.1707526445388794
2.0,0.1817145831882955,0.1619550734758377
2.0,0.1835062513127925,0.15484082698822021
2.0,0.165291666984558,0.15142248570919037
2.0,0.1450374998773135,0.16126608848571777
4.0,0.167597917219003,0.15410223603248596
4.0,0.1478104148991404,0.16120077669620514
2.0,0.152739582738529,0.1665874868631363
1.0,0.1425782604062035,0.13969087600708008
5.0,0.1579645837967594,0.15508154034614563
3.0,0.1512270830571655,0.1376955360174179
5.0,0.179627082310617,0.15716367959976196
4.0,0.1679541661093629,0.15167942643165588
5.0,0.120539583886663,0.13905079662799835
2.0,0.13335624927034,0.1654190719127655
2.0,0.1844562500094375,0.16065558791160583
2.0,0.1802961947936295,0.17438706755638123
2.0,0.1679520827407635,0.15276949107646942
2.0,0.17932500038296,0.1419936865568161
1.0,0.181774999946356,0.1473381370306015
5.0,0.2015708331018685,0.17444652318954468
4.0,0.2065625010679165,0.19086623191833496
1.0,0.171583333052695,0.14996477961540222
2.0,0.193650000418226,0.15290085971355438
2.0,0.1815729156757395,0.16027161478996277
5.0,0.173831249276797,0.13398830592632294
1.0,0.180518750101328,0.14500302076339722
1.0,0.1414835240522565,0.1203494593501091
3.0,0.1714229164645075,0.11897890269756317
1.0,0.1535500002404055,0.09472137689590454
1.0,0.121114583685994,0.08179141581058502
4.0,0.1194625007919965,0.1453152894973755
4.0,0.0809312503164013,0.0877639651298523
3.0,0.0656666667200624,0.06257417798042297
4.0,0.053333333072563,0.055005207657814026
1.0,0.0458229168628653,0.05231153964996338
3.0,0.0429854167159646,0.04501473903656006
1.0,0.0403124996616194,0.03589266538619995
3.0,0.0384833338515211,0.038757696747779846
4.0,0.0366166663977007,0.030590251088142395
4.0,0.0354208331555128,0.027188852429389954
2.0,0.0328312505347033,0.019579552114009857
1.0,0.0315291665416831,0.032903119921684265
2.0,0.0288750000763684,0.029827773571014404
5.0,0.0258583336447676,0.025868207216262817
3.0,0.0252083335071802,0.010808795690536499
3.0,0.0249291666938613,0.012028306722640991
3.0,0.0237565217944591,0.010782837867736816
2.0,0.0228708333646258,0.021485023200511932
1.0,0.0216000000946224,0.02090682089328766
2.0,0.0205000000229726,0.017316892743110657
3.0,0.0201541668114563,0.008131921291351318
5.0,0.0201125002155701,0.013165473937988281
2.0,0.0208250000141561,0.016724400222301483
4.0,0.0193750000714014,0.011219382286071777
4.0,0.018762500413383,0.010286271572113037
3.0,0.0181208334397525,0.008236706256866455
1.0,0.0180208335320155,0.01199793815612793
2.0,0.0177375001367182,0.01139511913061142
1.0,0.017691666726023,0.007611304521560669
5.0,0.0175416665927817,0.006271392107009888
4.0,0.01724166655913,0.009550973773002625
5.0,0.0170458333256344,0.006311886012554169
4.0,0.0166041670988003,0.009158939123153687
1.0,0.016629167056332,0.007161885499954224
4.0,0.0168000001770755,0.010272890329360962
2.0,0.0167291668864588,0.012171939015388489
1.0,0.0160083333030343,0.005332827568054199
4.0,0.0156708332942799,0.01007138192653656
5.0,0.0158041666727513,0.003070324659347534
5.0,0.0171999998856336,0.008043155074119568
4.0,0.0160166665446013,0.008273273706436157
1.0,0.0157249999465421,0.0016088783740997314
5.0,0.0165916668095936,0.006943173706531525
5.0,0.0164625001295159,0.005853563547134399
2.0,0.0153749999202167,0.0057114362716674805
