date,smap_freq,smap_theta,mcd12c1_IGBP_land_cover,omega_land_cover,roughness_land_cover,b_land_cover,soilgrid_clay_fraction,soilgrid_bulk_density,era5_surface_temperature,vwc_mcd13_sf_land,smap_tb_v_corrected,smap_tb_h_corrected,era5_prep,era5_evap,koppen_climate_5_types,insitu_sm
20151229.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,297.77203369140625,0.056842345744371414,270.61041259765625,248.07858276367188,0.00043511379044502974,3.176177978515625,300.0,0.0724958336601655
20151231.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,301.5052490234375,0.006789316423237324,281.2531433105469,262.28778076171875,0.0,2.6895742416381836,300.0,0.051745833363384
20160103.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,295.19195556640625,0.1521805226802826,261.55450439453125,238.69935607910156,4.516169548034668,1.9326605796813965,300.0,0.0758153847776926
20160106.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,293.3744812011719,0.17174698412418365,257.56024169921875,230.25115966796875,8.152161598205566,2.339238166809082,300.0,0.121420832661291
20160108.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,297.7205810546875,0.1860017478466034,271.53631591796875,246.22906494140625,0.0008523463038727641,3.8059301376342773,300.0,0.087058333059152
20160111.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,303.8196716308594,0.1942291110754013,281.32403564453125,264.66693115234375,0.014141202904284,3.618929862976074,300.0,0.0562416664324701
20160113.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,306.251953125,0.19639787077903748,283.9913330078125,265.7453918457031,0.3899565041065216,2.62827205657959,300.0,0.0384000005821387
20160114.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,292.6412353515625,0.19751115143299103,278.02679443359375,259.74908447265625,3.4726951122283936,1.401059627532959,300.0,0.032266666724657
20160116.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,297.81671142578125,0.2012489289045334,283.822998046875,268.90478515625,0.0,2.116926670074463,300.0,0.0252916667765627
20160119.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,303.6684265136719,0.15579114854335785,288.49639892578125,272.0458984375,0.0,1.630938172340393,300.0,0.0192041667178273
20160121.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,302.2632141113281,0.11361249536275864,285.097412109375,267.5481262207031,2.0714263916015625,1.3621500730514526,300.0,0.0175499999895692
20160122.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,295.8874206542969,0.09251728653907776,257.8543395996094,231.4869384765625,5.80164098739624,1.636318325996399,300.0,0.0670210516668464
20160124.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,300.0116882324219,0.051296256482601166,270.93011474609375,246.29959106445312,0.11880002170801163,2.0692713260650635,300.0,0.0841958333427707
20160127.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,293.6184997558594,0.0,249.21640014648438,218.88787841796875,2.552739381790161,2.482553005218506,300.0,0.153570587801583
20160129.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,292.56951904296875,0.0,257.13812255859375,230.79098510742188,3.003671884536743,2.4392306804656982,300.0,0.0997249999394019
20160130.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,293.3557434082031,0.0,242.27052307128906,213.19943237304688,13.851154327392578,2.774857759475708,300.0,0.108821052469705
20160201.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,291.83392333984375,0.0,244.03688049316406,211.54498291015625,0.8594004511833191,2.9461774826049805,300.0,0.186833333224058
20160302.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,302.4178161621094,0.14681556820869446,288.44219970703125,274.363037109375,0.001233485178090632,0.8853413462638855,300.0,0.0060833333397264
20160304.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,302.6167297363281,0.15526632964611053,278.09881591796875,254.1053466796875,0.003428463125601411,1.1277062892913818,300.0,0.0211708333420878
20160307.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,304.2955017089844,0.15344367921352386,288.895751953125,271.2158203125,0.0,0.8746210336685181,300.0,0.0059499999826419
20160309.0,1.409999966621399,40.0,12.0,0.05999999865889549,0.1080000028014183,0.10999999940395355,0.15643633902072906,1.13456392288208,303.4078674316406,0.14860156178474426,291.0314025878906,274.02423095703125,0.10388891398906708,0.6433117389678955,300.0,0.0065692307723041
