date,smap_freq,smap_theta,mcd12c1_IGBP_land_cover,omega_land_cover,roughness_land_cover,b_land_cover,soilgrid_clay_fraction,soilgrid_bulk_density,era5_surface_temperature,vwc_mcd13_sf_land,smap_tb_v_corrected,smap_tb_h_corrected,era5_prep,era5_evap,koppen_climate_5_types,insitu_sm
20150401.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,283.1722717285156,1.4346120357513428,247.43942260742188,233.46527099609375,0.3346124291419983,1.5884199142456055,300.0,0.437309999763966
20150403.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,282.9454650878906,1.446207046508789,248.5208740234375,231.63320922851562,0.3829788267612457,1.7598340511322021,300.0,0.421687501172225
20150404.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,283.5731506347656,1.452061653137207,250.71725463867188,236.46673583984375,1.2480837106704712,1.5740212202072144,300.0,0.424168183044954
20150406.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,283.3407287597656,1.4648298025131226,247.16253662109375,229.75408935546875,0.0,2.725229024887085,300.0,0.417462505400181
20150409.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,287.5489501953125,1.4519044160842896,254.16908264160156,238.4495086669922,0.0008597277919761837,2.627927541732788,300.0,0.409175007293622
20150411.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,286.33587646484375,1.435523271560669,258.5369873046875,243.07888793945312,1.0637413263320923,1.671209454536438,300.0,0.406150002032518
20150412.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,289.33502197265625,1.4271585941314697,257.0144348144531,242.6108856201172,0.1263798475265503,2.6721556186676025,300.0,0.403874999533097
20150414.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,292.56048583984375,1.4099668264389038,260.4407958984375,246.5052947998047,0.0008553265361115336,3.4109721183776855,300.0,0.395954169332981
20150417.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,286.9108581542969,1.4084347486495972,258.51507568359375,244.0771942138672,2.1699583530426025,1.5598483085632324,300.0,0.423324998468161
20150419.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,286.4059753417969,1.4134243726730347,253.75228881835938,236.0477294921875,1.756885051727295,2.912088394165039,300.0,0.437778259101121
20150420.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,287.5286560058594,1.4161611795425415,253.16531372070312,237.09722900390625,0.04389844834804535,2.305905342102051,300.0,0.417983333269755
20150422.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,289.7397766113281,1.422310471534729,260.1405029296875,243.51507568359375,1.6106699705123901,2.4669597148895264,300.0,0.407275002449751
20150425.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,291.1376953125,1.4095003604888916,259.16180419921875,242.37905883789062,3.2600958347320557,3.1935925483703613,300.0,0.418537500003974
20150428.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,285.7550354003906,1.3886334896087646,252.63189697265625,230.7293701171875,0.18817424774169922,2.3572466373443604,300.0,0.434091667334239
20150430.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,287.62213134765625,1.3739656209945679,255.4302520751953,237.70123291015625,0.0008523463038727641,2.404956340789795,300.0,0.413813037716824
20150503.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,293.1128845214844,1.3783687353134155,260.9312744140625,243.0457000732422,3.5225493907928467,2.2211129665374756,300.0,0.412599996974071
20150505.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,290.0791931152344,1.3879649639129639,261.6901550292969,242.362060546875,0.0982237234711647,1.8910596370697021,300.0,0.409400004893541
20150506.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,288.0697021484375,1.3930128812789917,260.7191162109375,244.45785522460938,0.24915117025375366,2.317878246307373,300.0,0.406775001436472
20150508.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,290.98394775390625,1.4033116102218628,263.9256896972656,250.26901245117188,1.679522156715393,3.6628615856170654,300.0,0.399825002998114
20150511.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,295.2438659667969,1.4153192043304443,269.24481201171875,256.91717529296875,0.0025932530406862497,3.4846487045288086,300.0,0.390733336408933
20150516.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,287.8200988769531,1.4336659908294678,260.1824035644531,241.3618621826172,0.20514073967933655,1.7485407590866089,300.0,0.401274998982747
20150519.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,285.80206298828125,1.4345628023147583,253.26409912109375,235.57034301757812,3.256992816925049,2.2459006309509277,300.0,0.416324996948242
20150521.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,286.57763671875,1.4325311183929443,255.3693084716797,240.31051635742188,0.731906533241272,2.667832374572754,300.0,0.400375002374252
20150522.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,287.6272277832031,1.4314024448394775,260.9652404785156,242.2178955078125,0.07086710631847382,2.3898167610168457,300.0,0.393616666396459
20150524.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,289.8246765136719,1.428696632385254,264.84063720703125,249.6209716796875,0.7755838632583618,2.0031254291534424,300.0,0.388700004667044
20150527.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,290.55419921875,1.4401775598526,265.39105224609375,253.95144653320312,0.0008802011143416166,3.2932164669036865,300.0,0.382891671111186
20150529.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,289.9736633300781,1.451878547668457,269.74774169921875,255.96847534179688,0.002175652887672186,2.61374568939209,300.0,0.375274999688069
20150530.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,289.88043212890625,1.4581358432769775,270.4311218261719,254.46083068847656,0.11330351233482361,1.9591494798660278,300.0,0.373391666760047
20150601.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,292.23016357421875,1.4736168384552002,271.79681396484375,260.8158264160156,0.6940374970436096,2.2878687381744385,300.0,0.365674993644158
20150604.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,298.08416748046875,1.4028170108795166,275.86907958984375,264.49932861328125,0.012523751705884933,3.475407838821411,300.0,0.343383330851793
20150606.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,294.5609436035156,1.3379011154174805,276.1319274902344,266.1802978515625,0.012876942753791809,2.930744171142578,300.0,0.320049997419119
20150607.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,296.4079895019531,1.3068056106567383,278.44073486328125,267.45916748046875,0.22029466927051544,3.256715774536133,300.0,0.307779163122177
20150609.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,294.4283447265625,1.2471482753753662,273.7337341308594,264.25714111328125,0.3242332935333252,2.850404977798462,300.0,0.275425005704165
20150612.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,293.166259765625,1.227856993675232,256.3766784667969,237.51419067382812,4.301891803741455,3.3627121448516846,300.0,0.36189583564798
20150614.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,291.5588684082031,1.2309112548828125,255.11367797851562,236.25216674804688,3.5382273197174072,3.5409467220306396,300.0,0.353412502755721
20150615.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,291.04510498046875,1.2329462766647339,259.4208984375,241.05873107910156,1.6353920698165894,3.0167312622070312,300.0,0.337970832983653
20150620.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,293.8931579589844,1.22874915599823,265.90106201171875,248.2823486328125,0.01478720735758543,3.948875904083252,300.0,0.350225005298853
20150623.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,293.7452392578125,1.214375376701355,272.580810546875,260.79815673828125,0.0,4.08620023727417,300.0,0.302904170006514
20150625.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,296.4515686035156,1.2045321464538574,275.36376953125,262.68402099609375,0.000852346362080425,4.160894870758057,300.0,0.266549999515216
20150628.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,296.5953063964844,1.2013795375823975,276.69976806640625,266.4622802734375,5.256989970803261e-05,3.8752288818359375,300.0,0.225395834073424
20150630.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,302.5205383300781,1.2021262645721436,278.63067626953125,270.25787353515625,0.005270047578960657,4.168528079986572,300.0,0.208945835630099
20150701.0,1.409999966621399,40.0,14.0,0.10000000149011612,0.12999999523162842,0.10999999940395355,0.22350527346134186,1.1088556051254272,301.3847351074219,1.2025866508483887,280.1807861328125,271.24505615234375,0.12590081989765167,3.9258744716644287,300.0,0.20206249691546
